SampleIndex,CAN_H_V,CAN_L_V
1150,2.658030,2.658030
1151,2.441864,2.441864
1152,3.691864,1.691864
1153,3.521387,1.521387
1154,3.429417,1.429417
1155,2.737553,2.737553
1156,2.521387,2.521387
1157,2.408030,2.408030
1158,2.487553,2.487553
1159,2.533834,2.533834
1160,3.750000,1.750000
1161,2.737553,2.737553
1162,2.408030,2.408030
1163,2.408030,2.408030
1164,3.783834,1.783834
1165,2.783834,2.783834
1166,3.645583,1.645583
1167,2.645583,2.645583
1168,2.441864,2.441864
1169,2.441864,2.441864
1170,2.521387,2.521387
1171,3.771387,1.771387
1172,3.487553,1.487553
1173,2.645583,2.645583
1174,2.500000,2.500000
1175,3.691864,1.691864
1176,3.500000,1.500000
1177,3.429417,1.429417
1178,2.750000,2.750000
1179,3.771387,1.771387
1180,3.408030,1.408030
1181,3.395583,1.395583
1182,2.783834,2.783834
1183,3.783834,1.783834
1184,2.645583,2.645583
1185,3.645583,1.645583
1186,3.441864,1.441864
1187,3.441864,1.441864
1188,2.771387,2.771387
1189,2.521387,2.521387
1190,2.395583,2.395583
1191,2.487553,2.487553
1192,2.533834,2.533834
1193,3.750000,1.750000
1194,2.737553,2.737553
1195,2.408030,2.408030
1196,2.408030,2.408030
1197,2.533834,2.533834
1198,2.533834,2.533834
1199,3.737553,1.737553
1200,2.737553,2.737553
1201,2.408030,2.408030
1202,2.408030,2.408030
1203,2.533834,2.533834
1204,2.533834,2.533834
1205,3.737553,1.737553
1206,2.737553,2.737553
1207,2.408030,2.408030
1208,2.408030,2.408030
1209,2.533834,2.533834
1210,2.533834,2.533834
1211,3.737553,1.737553
1212,2.737553,2.737553
1213,2.408030,2.408030
1214,2.408030,2.408030
1215,2.533834,2.533834
1216,2.533834,2.533834
1217,3.737553,1.737553
1218,2.737553,2.737553
1219,2.408030,2.408030
1220,2.408030,2.408030
1221,2.533834,2.533834
1222,2.533834,2.533834
1223,3.737553,1.737553
1224,2.737553,2.737553
1225,2.408030,2.408030
1226,2.408030,2.408030
1227,2.533834,2.533834
1228,2.533834,2.533834
1229,3.737553,1.737553
1230,2.737553,2.737553
1231,2.408030,2.408030
1232,2.408030,2.408030
1233,2.533834,2.533834
1234,2.533834,2.533834
1235,3.737553,1.737553
1236,2.737553,2.737553
1237,2.408030,2.408030
1238,2.408030,2.408030
1239,2.533834,2.533834
1240,2.533834,2.533834
1241,3.737553,1.737553
1242,2.737553,2.737553
1243,2.408030,2.408030
1244,2.408030,2.408030
1245,2.533834,2.533834
1246,2.533834,2.533834
1247,3.737553,1.737553
1248,2.737553,2.737553
1249,2.408030,2.408030
1250,2.408030,2.408030
1251,2.533834,2.533834
1252,2.533834,2.533834
1253,3.737553,1.737553
1254,2.737553,2.737553
1255,2.408030,2.408030
1256,2.408030,2.408030
1257,2.533834,2.533834
1258,2.533834,2.533834
1259,3.737553,1.737553
1260,2.737553,2.737553
1261,2.408030,2.408030
1262,2.408030,2.408030
1263,2.533834,2.533834
1264,3.783834,1.783834
1265,2.737553,2.737553
1266,2.395583,2.395583
1267,2.408030,2.408030
1268,3.783834,1.783834
1269,3.533834,1.533834
1270,3.395583,1.395583
1271,3.487553,1.487553
1272,2.783834,2.783834
1273,2.500000,2.500000
1274,2.395583,2.395583
1275,3.750000,1.750000
1276,2.783834,2.783834
1277,2.408030,2.408030
1278,2.395583,2.395583
1279,2.533834,2.533834
1280,3.783834,1.783834
1281,2.737553,2.737553
1282,2.395583,2.395583
1283,2.408030,2.408030
1284,2.533834,2.533834
1285,2.533834,2.533834
1286,3.737553,1.737553
1287,2.737553,2.737553
1288,2.408030,2.408030
1289,2.408030,2.408030
1290,2.533834,2.533834
1291,2.533834,2.533834
1292,3.737553,1.737553
1293,2.737553,2.737553
1294,3.658030,1.658030
1295,2.658030,2.658030
1296,2.441864,2.441864
1297,3.691864,1.691864
1298,3.521387,1.521387
1299,3.429417,1.429417
1300,2.737553,2.737553
1301,2.521387,2.521387
1302,2.408030,2.408030
1303,2.487553,2.487553
1304,2.533834,2.533834
1305,3.750000,1.750000
1306,2.737553,2.737553
1307,2.408030,2.408030
1308,2.408030,2.408030
1309,3.783834,1.783834
1310,2.783834,2.783834
1311,3.645583,1.645583
1312,2.645583,2.645583
1313,2.441864,2.441864
1314,2.441864,2.441864
1315,3.771387,1.771387
1316,2.771387,2.771387
1317,3.645583,1.645583
1318,3.395583,1.395583
1319,3.441864,1.441864
1320,3.533834,1.533834
1321,3.521387,1.521387
1322,2.737553,2.737553
1323,3.737553,1.737553
1324,2.658030,2.658030
1325,3.658030,1.658030
1326,3.441864,1.441864
1327,3.441864,1.441864
1328,2.771387,2.771387
1329,3.771387,1.771387
1330,2.645583,2.645583
1331,3.645583,1.645583
1332,3.441864,1.441864
1333,3.441864,1.441864
1334,2.771387,2.771387
1335,2.521387,2.521387
1336,2.395583,2.395583
1337,2.487553,2.487553
1338,2.533834,2.533834
1339,3.750000,1.750000
1340,2.737553,2.737553
1341,2.408030,2.408030
1342,2.408030,2.408030
1343,2.533834,2.533834
1344,2.533834,2.533834
1345,3.737553,1.737553
1346,2.737553,2.737553
1347,2.408030,2.408030
1348,2.408030,2.408030
1349,2.533834,2.533834
1350,2.533834,2.533834
1351,3.737553,1.737553
1352,2.737553,2.737553
1353,2.408030,2.408030
1354,2.408030,2.408030
1355,2.533834,2.533834
1356,2.533834,2.533834
1357,3.737553,1.737553
1358,2.737553,2.737553
1359,2.408030,2.408030
1360,2.408030,2.408030
1361,2.533834,2.533834
1362,2.533834,2.533834
1363,3.737553,1.737553
1364,2.737553,2.737553
1365,2.408030,2.408030
1366,2.408030,2.408030
1367,2.533834,2.533834
1368,2.533834,2.533834
1369,3.737553,1.737553
1370,2.737553,2.737553
1371,2.408030,2.408030
1372,2.408030,2.408030
1373,2.533834,2.533834
1374,2.533834,2.533834
1375,3.737553,1.737553
1376,2.737553,2.737553
1377,2.408030,2.408030
1378,2.408030,2.408030
1379,2.533834,2.533834
1380,2.533834,2.533834
1381,3.737553,1.737553
1382,2.737553,2.737553
1383,2.408030,2.408030
1384,2.408030,2.408030
1385,2.533834,2.533834
1386,2.533834,2.533834
1387,3.737553,1.737553
1388,2.737553,2.737553
1389,2.408030,2.408030
1390,2.408030,2.408030
1391,2.533834,2.533834
1392,2.533834,2.533834
1393,3.737553,1.737553
1394,2.737553,2.737553
1395,2.408030,2.408030
1396,2.408030,2.408030
1397,2.533834,2.533834
1398,2.533834,2.533834
1399,3.737553,1.737553
1400,2.737553,2.737553
1401,2.408030,2.408030
1402,2.408030,2.408030
1403,2.533834,2.533834
1404,2.533834,2.533834
1405,3.737553,1.737553
1406,2.737553,2.737553
1407,2.408030,2.408030
1408,2.408030,2.408030
1409,2.533834,2.533834
1410,3.783834,1.783834
1411,3.487553,1.487553
1412,2.645583,2.645583
1413,2.500000,2.500000
1414,3.691864,1.691864
1415,3.500000,1.500000
1416,2.679417,2.679417
1417,3.750000,1.750000
1418,2.679417,2.679417
1419,2.408030,2.408030
1420,2.429417,2.429417
1421,3.783834,1.783834
1422,2.771387,2.771387
1423,3.645583,1.645583
1424,2.645583,2.645583
1425,2.441864,2.441864
1426,3.691864,1.691864
1427,2.771387,2.771387
1428,2.429417,2.429417
1429,2.395583,2.395583
1430,2.521387,2.521387
1431,2.533834,2.533834
1432,3.737553,1.737553
1433,2.737553,2.737553
1434,2.408030,2.408030
1435,2.408030,2.408030
1436,2.533834,2.533834
1437,2.533834,2.533834
1438,3.737553,1.737553
1439,2.737553,2.737553
1440,3.658030,1.658030
1441,3.408030,1.408030
1442,2.691864,2.691864
1443,3.783834,1.783834
1444,3.429417,1.429417
1445,3.395583,1.395583
1446,2.771387,2.771387
1447,2.533834,2.533834
1448,2.395583,2.395583
1449,2.487553,2.487553
1450,2.533834,2.533834
1451,3.750000,1.750000
1452,2.737553,2.737553
1453,2.408030,2.408030
1454,2.408030,2.408030
1455,3.783834,1.783834
1456,2.783834,2.783834
1457,2.395583,2.395583
1458,3.645583,1.645583
1459,2.783834,2.783834
1460,3.691864,1.691864
1461,3.395583,1.395583
1462,3.429417,1.429417
1463,3.533834,1.533834
1464,3.521387,1.521387
1465,2.737553,2.737553
1466,3.737553,1.737553
1467,3.408030,1.408030
1468,3.408030,1.408030
1469,3.533834,1.533834
1470,2.783834,2.783834
1471,3.737553,1.737553
1472,3.395583,1.395583
1473,3.408030,1.408030
1474,2.783834,2.783834
1475,3.783834,1.783834
1476,2.645583,2.645583
1477,3.645583,1.645583
1478,3.441864,1.441864
1479,3.441864,1.441864
1480,2.771387,2.771387
1481,2.521387,2.521387
1482,2.395583,2.395583
1483,2.487553,2.487553
1484,2.533834,2.533834
1485,3.750000,1.750000
1486,2.737553,2.737553
1487,2.408030,2.408030
1488,2.408030,2.408030
1489,2.533834,2.533834
1490,2.533834,2.533834
1491,3.737553,1.737553
1492,2.737553,2.737553
1493,2.408030,2.408030
1494,2.408030,2.408030
1495,2.533834,2.533834
1496,2.533834,2.533834
1497,3.737553,1.737553
1498,2.737553,2.737553
1499,3.658030,1.658030
1500,2.658030,2.658030
1501,2.441864,2.441864
1502,2.441864,2.441864
1503,2.521387,2.521387
1504,2.521387,2.521387
1505,3.737553,1.737553
1506,2.737553,2.737553
1507,2.408030,2.408030
1508,2.408030,2.408030
1509,2.533834,2.533834
1510,2.533834,2.533834
1511,3.737553,1.737553
1512,2.737553,2.737553
1513,2.408030,2.408030
1514,2.408030,2.408030
1515,2.533834,2.533834
1516,2.533834,2.533834
1517,3.737553,1.737553
1518,2.737553,2.737553
1519,3.658030,1.658030
1520,3.408030,1.408030
1521,3.441864,1.441864
1522,2.783834,2.783834
1523,2.521387,2.521387
1524,2.395583,2.395583
1525,2.487553,2.487553
1526,2.533834,2.533834
1527,3.750000,1.750000
1528,2.737553,2.737553
1529,2.408030,2.408030
1530,2.408030,2.408030
1531,2.533834,2.533834
1532,2.533834,2.533834
1533,3.737553,1.737553
1534,2.737553,2.737553
1535,2.408030,2.408030
1536,2.408030,2.408030
1537,2.533834,2.533834
1538,2.533834,2.533834
1539,3.737553,1.737553
1540,2.737553,2.737553
1541,2.408030,2.408030
1542,2.408030,2.408030
1543,2.533834,2.533834
1544,2.533834,2.533834
1545,3.737553,1.737553
1546,2.737553,2.737553
1547,2.408030,2.408030
1548,2.408030,2.408030
1549,2.533834,2.533834
1550,2.533834,2.533834
1551,3.737553,1.737553
1552,2.737553,2.737553
1553,2.408030,2.408030
1554,2.408030,2.408030
1555,3.783834,1.783834
1556,3.533834,1.533834
1557,2.645583,2.645583
1558,3.737553,1.737553
1559,2.691864,2.691864
1560,3.658030,1.658030
1561,3.429417,1.429417
1562,3.441864,1.441864
1563,3.521387,1.521387
1564,2.771387,2.771387
1565,3.737553,1.737553
1566,2.645583,2.645583
1567,3.658030,1.658030
1568,2.691864,2.691864
1569,2.441864,2.441864
1570,2.429417,2.429417
1571,3.771387,1.771387
1572,2.771387,2.771387
1573,2.395583,2.395583
1574,2.395583,2.395583
1575,2.533834,2.533834
1576,2.533834,2.533834
1577,3.737553,1.737553
1578,2.737553,2.737553
1579,2.408030,2.408030
1580,2.408030,2.408030
1581,2.533834,2.533834
1582,2.533834,2.533834
1583,3.737553,1.737553
1584,2.737553,2.737553
1585,3.658030,1.658030
1586,2.658030,2.658030
1587,3.691864,1.691864
1588,2.691864,2.691864
1589,3.679417,1.679417
1590,3.429417,1.429417
1591,2.679417,2.679417
1592,2.521387,2.521387
1593,2.429417,2.429417
1594,2.487553,2.487553
1595,2.521387,2.521387
1596,3.750000,1.750000
1597,2.737553,2.737553
1598,2.408030,2.408030
1599,2.408030,2.408030
1600,3.783834,1.783834
1601,2.783834,2.783834
1602,2.395583,2.395583
1603,2.395583,2.395583
1604,3.783834,1.783834
1605,2.783834,2.783834
1606,2.395583,2.395583
1607,2.395583,2.395583
1608,2.533834,2.533834
1609,2.533834,2.533834
1610,3.737553,1.737553
1611,2.737553,2.737553
1612,3.658030,1.658030
1613,3.408030,1.408030
1614,3.441864,1.441864
1615,2.783834,2.783834
1616,3.771387,1.771387
1617,2.645583,2.645583
1618,2.395583,2.395583
1619,2.441864,2.441864
1620,3.783834,1.783834
1621,2.771387,2.771387
1622,3.645583,1.645583
1623,3.395583,1.395583
1624,3.441864,1.441864
1625,3.533834,1.533834
1626,3.521387,1.521387
1627,2.737553,2.737553
1628,2.487553,2.487553
1629,2.408030,2.408030
1630,2.500000,2.500000
1631,2.533834,2.533834
1632,2.500000,2.500000
1633,3.737553,1.737553
1634,2.750000,2.750000
1635,2.408030,2.408030
1636,2.408030,2.408030
1637,2.533834,2.533834
1638,2.533834,2.533834
1639,3.737553,1.737553
1640,2.737553,2.737553
1641,2.408030,2.408030
1642,2.408030,2.408030
1643,2.533834,2.533834
1644,3.783834,1.783834
1645,2.737553,2.737553
1646,2.395583,2.395583
1647,2.408030,2.408030
1648,3.783834,1.783834
1649,2.783834,2.783834
1650,3.645583,1.645583
1651,2.645583,2.645583
1652,2.441864,2.441864
1653,2.441864,2.441864
1654,2.521387,2.521387
1655,2.521387,2.521387
1656,3.737553,1.737553
1657,3.487553,1.487553
1658,3.408030,1.408030
1659,3.500000,1.500000
1660,3.533834,1.533834
1661,2.750000,2.750000
1662,2.487553,2.487553
1663,2.408030,2.408030
1664,2.500000,2.500000
1665,2.533834,2.533834
1666,3.750000,1.750000
1667,2.737553,2.737553
1668,2.408030,2.408030
1669,2.408030,2.408030
1670,2.533834,2.533834
1671,2.533834,2.533834
1672,3.737553,1.737553
1673,2.737553,2.737553
1674,2.408030,2.408030
1675,2.408030,2.408030
1676,2.533834,2.533834
1677,2.533834,2.533834
1678,3.737553,1.737553
1679,2.737553,2.737553
1680,2.408030,2.408030
1681,2.408030,2.408030
1682,2.533834,2.533834
1683,2.533834,2.533834
1684,3.737553,1.737553
1685,2.737553,2.737553
1686,2.408030,2.408030
1687,2.408030,2.408030
1688,2.533834,2.533834
1689,2.533834,2.533834
1690,3.737553,1.737553
1691,3.487553,1.487553
1692,3.408030,1.408030
1693,2.750000,2.750000
1694,2.533834,2.533834
1695,2.408030,2.408030
1696,2.487553,2.487553
1697,2.533834,2.533834
1698,3.750000,1.750000
1699,3.487553,1.487553
1700,3.408030,1.408030
1701,3.500000,1.500000
1702,2.783834,2.783834
1703,2.500000,2.500000
1704,2.395583,2.395583
1705,3.750000,1.750000
1706,2.783834,2.783834
1707,3.658030,1.658030
1708,3.395583,1.395583
1709,3.441864,1.441864
1710,2.783834,2.783834
1711,3.771387,1.771387
1712,3.395583,1.395583
1713,2.645583,2.645583
1714,2.533834,2.533834
1715,3.691864,1.691864
1716,2.737553,2.737553
1717,2.429417,2.429417
1718,2.408030,2.408030
1719,2.521387,2.521387
1720,2.533834,2.533834
1721,3.737553,1.737553
1722,2.737553,2.737553
1723,2.408030,2.408030
1724,2.408030,2.408030
1725,2.533834,2.533834
1726,2.533834,2.533834
1727,3.737553,1.737553
1728,2.737553,2.737553
1729,3.658030,1.658030
1730,3.408030,1.408030
1731,2.691864,2.691864
1732,3.783834,1.783834
1733,3.429417,1.429417
1734,3.395583,1.395583
1735,2.771387,2.771387
1736,2.533834,2.533834
1737,2.395583,2.395583
1738,2.487553,2.487553
1739,2.533834,2.533834
1740,3.750000,1.750000
1741,2.737553,2.737553
1742,2.408030,2.408030
1743,2.408030,2.408030
1744,3.783834,1.783834
1745,2.783834,2.783834
1746,2.395583,2.395583
1747,3.645583,1.645583
1748,2.783834,2.783834
1749,3.691864,1.691864
1750,2.645583,2.645583
1751,3.679417,1.679417
1752,3.441864,1.441864
1753,3.429417,1.429417
1754,3.521387,1.521387
1755,3.521387,1.521387
1756,2.737553,2.737553
1757,3.737553,1.737553
1758,3.408030,1.408030
1759,2.658030,2.658030
1760,3.783834,1.783834
1761,3.441864,1.441864
1762,3.395583,1.395583
1763,2.771387,2.771387
1764,3.783834,1.783834
1765,2.645583,2.645583
1766,3.645583,1.645583
1767,3.441864,1.441864
1768,3.441864,1.441864
1769,3.521387,1.521387
1770,3.521387,1.521387
1771,2.737553,2.737553
1772,2.487553,2.487553
1773,2.408030,2.408030
1774,3.750000,1.750000
1775,3.533834,1.533834
1776,3.408030,1.408030
1777,3.487553,1.487553
1778,2.783834,2.783834
1779,2.500000,2.500000
1780,2.395583,2.395583
1781,2.500000,2.500000
1782,3.783834,1.783834
1783,3.500000,1.500000
1784,3.395583,1.395583
1785,3.500000,1.500000
1786,2.783834,2.783834
1787,2.500000,2.500000
1788,2.395583,2.395583
1789,2.500000,2.500000
1790,2.533834,2.533834
1791,3.750000,1.750000
1792,2.737553,2.737553
1793,2.408030,2.408030
1794,2.408030,2.408030
1795,3.783834,1.783834
1796,3.533834,1.533834
1797,3.395583,1.395583
1798,3.487553,1.487553
1799,3.533834,1.533834
1800,2.750000,2.750000
1801,3.737553,1.737553
1802,3.408030,1.408030
1803,3.408030,1.408030
1804,2.783834,2.783834
1805,2.533834,2.533834
1806,2.395583,2.395583
1807,2.487553,2.487553
1808,3.783834,1.783834
1809,3.500000,1.500000
1810,3.395583,1.395583
1811,3.500000,1.500000
1812,2.783834,2.783834
1813,2.500000,2.500000
1814,2.395583,2.395583
1815,2.500000,2.500000
1816,2.533834,2.533834
1817,3.750000,1.750000
1818,2.737553,2.737553
1819,2.408030,2.408030
1820,2.408030,2.408030
1821,2.533834,2.533834
1822,2.533834,2.533834
1823,3.737553,1.737553
1824,2.737553,2.737553
1825,2.408030,2.408030
1826,2.408030,2.408030
1827,2.533834,2.533834
1828,2.533834,2.533834
1829,3.737553,1.737553
1830,2.737553,2.737553
1831,2.408030,2.408030
1832,2.408030,2.408030
1833,2.533834,2.533834
1834,2.533834,2.533834
1835,3.737553,1.737553
1836,2.737553,2.737553
1837,2.408030,2.408030
1838,2.408030,2.408030
1839,2.533834,2.533834
1840,3.783834,1.783834
1841,3.487553,1.487553
1842,2.645583,2.645583
1843,2.500000,2.500000
1844,2.441864,2.441864
1845,3.750000,1.750000
1846,2.771387,2.771387
1847,3.658030,1.658030
1848,3.395583,1.395583
1849,3.441864,1.441864
1850,2.783834,2.783834
1851,3.771387,1.771387
1852,2.645583,2.645583
1853,3.645583,1.645583
1854,3.441864,1.441864
1855,2.691864,2.691864
1856,3.771387,1.771387
1857,2.679417,2.679417
1858,2.395583,2.395583
1859,2.429417,2.429417
1860,2.533834,2.533834
1861,2.521387,2.521387
1862,3.737553,1.737553
1863,2.737553,2.737553
1864,2.408030,2.408030
1865,2.408030,2.408030
1866,2.533834,2.533834
1867,2.533834,2.533834
1868,3.737553,1.737553
1869,2.737553,2.737553
1870,3.658030,1.658030
1871,2.658030,2.658030
1872,2.441864,2.441864
1873,3.691864,1.691864
1874,3.521387,1.521387
1875,3.429417,1.429417
1876,2.737553,2.737553
1877,2.521387,2.521387
1878,2.408030,2.408030
1879,2.487553,2.487553
1880,2.533834,2.533834
1881,3.750000,1.750000
1882,2.737553,2.737553
1883,2.408030,2.408030
1884,2.408030,2.408030
1885,3.783834,1.783834
1886,2.783834,2.783834
1887,2.395583,2.395583
1888,2.395583,2.395583
1889,3.783834,1.783834
1890,2.783834,2.783834
1891,2.395583,2.395583
1892,2.395583,2.395583
1893,2.533834,2.533834
1894,2.533834,2.533834
1895,3.737553,1.737553
1896,2.737553,2.737553
1897,2.408030,2.408030
1898,3.658030,1.658030
1899,2.783834,2.783834
1900,3.691864,1.691864
1901,2.645583,2.645583
1902,2.429417,2.429417
1903,3.691864,1.691864
1904,2.771387,2.771387
1905,3.679417,1.679417
1906,3.395583,1.395583
1907,3.429417,1.429417
1908,2.783834,2.783834
1909,3.771387,1.771387
1910,3.395583,1.395583
1911,3.395583,1.395583
1912,3.533834,1.533834
1913,3.533834,1.533834
1914,2.737553,2.737553
1915,3.737553,1.737553
1916,3.408030,1.408030
1917,3.408030,1.408030
1918,3.533834,1.533834
1919,2.783834,2.783834
1920,2.487553,2.487553
1921,2.395583,2.395583
1922,2.500000,2.500000
1923,3.783834,1.783834
1924,3.500000,1.500000
1925,3.395583,1.395583
1926,3.500000,1.500000
1927,3.533834,1.533834
1928,2.750000,2.750000
1929,2.487553,2.487553
1930,2.408030,2.408030
1931,3.750000,1.750000
1932,3.533834,1.533834
1933,3.408030,1.408030
1934,2.737553,2.737553
1935,2.533834,2.533834
1936,3.658030,1.658030
1937,2.737553,2.737553
1938,2.441864,2.441864
1939,3.658030,1.658030
1940,2.771387,2.771387
1941,3.691864,1.691864
1942,2.645583,2.645583
1943,2.429417,2.429417
1944,3.691864,1.691864
1945,2.771387,2.771387
1946,2.429417,2.429417
1947,2.395583,2.395583
1948,2.521387,2.521387
1949,2.533834,2.533834
1950,3.737553,1.737553
1951,2.737553,2.737553
1952,2.408030,2.408030
1953,2.408030,2.408030
1954,2.533834,2.533834
1955,2.533834,2.533834
1956,3.737553,1.737553
1957,2.737553,2.737553
